Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant Price,Variant Requires Shipping,Variant Taxable,Metafield: custom.popularity_message [string],Metafield: custom.intro_badge [string],Metafield: custom.year [number_integer],Metafield: custom.language [string],Metafield: custom.format [string],Metafield: custom.file_size [string],Metafield: custom.sale_prefix [string],Metafield: custom.sale_timer [string],Metafield: custom.ai_training_data [string]
emotion-in-posttraumatic-stress-disorder-etiology-assessment-neurobiology-and-treatment,"Emotion in Posttraumatic Stress Disorder : Etiology, Assessment, Neurobiology, and Treatment","<p>Emotion in Posttraumatic Stress Disorder: Etiology, Assessment, Neurobiology, and Treatment starts with an overview of the theoretical and empirical literature on specific emotions such as fear, anxiety, shame, guilt, disgust, and others, also discussing their relationship with PTSD. The book then moves into an exploration of the psychophysiology and neurobiological underpinnings of emotion in PTSD, followed by a review of the emotional difficulties individuals with PTSD encounter, such as distress intolerance, experiential avoidance, emotion driven impulsivity, and information-processing deficits. The book concludes with a section looking at different treatment approaches for PTSD, with a particular focus on effectively targeting emotion dysfunction in PTSD. Treatment approaches covered include acceptance-based therapy, self-compassion, emotion-regulation based methods, and more. Summarizes the literature on emotions, emotion dysfunction and PTSD Looks at genetic influences on emotional responding in PTSD Explores emotional granularity and emotion-driven impulsivity Outlines prolonged exposure, cognitive processing therapy, and other treatment methods</p>","Matthew Tull (Editor), Nathan Kimbrel (Editor)",Book,"pdf, English, 2020, 8.4 MB",TRUE,4.00,FALSE,FALSE,Sold 12+ times in the last 24 hours,Bestseller,2020,English,pdf,8.4 MB,Save,2:00:00,"Product: Emotion in Posttraumatic Stress Disorder : Etiology, Assessment, Neurobiology, and Treatment | Author: Matthew Tull (Editor), Nathan Kimbrel (Editor) | Year: 2020 | Language: English | Format: pdf | Details: Emotion in Posttraumatic Stress Disorder: Etiology, Assessment, Neurobiology, and Treatment starts with an overview of the theoretical and empirical literature on specific emotions such as fear, anxiety, shame, guilt, disgust, and others, also discussing their relationship with PTSD. The book then moves into an exploration of the psychophysiology and neurobiological underpinnings of emotion in PTSD, followed by a review of the emotional difficulties individuals with PTSD encounter, such as distress intolerance, experiential avoidance, emotion driven impulsivity, and information-processing deficits. The book concludes with a section looking at different treatment approaches for PTSD, with a particular focus on effectively targeting emotion dysfunction in PTSD. Treatment approaches covered include acceptance-based therapy, self-compassion, emotion-regulation based methods, and more. Summarizes the literature on emotions, emotion dysfunction and PTSD Looks at genetic influences on emotional responding in PTSD Explores emotional granularity and emotion-driven impulsivity Outlines prolonged exposure, cognitive processing therapy, and other treatment methods"
the-picture-of-dorian-gray-the-original-1891-classic-readers-library-classics,The Picture of Dorian Gray - The Original 1891 Classic (Reader's Library Classics),"<p><meta charset=""utf-8""><span class=""a-text-bold"">You will always be fond of me. I represent to you all the sins you have never had the courage to commit.</span><span><br><br></span><span class=""a-text-italic"">The Original 1891 Classic</span><span><br><br>Dorian Gray — handsome, clever, wretched. With his boyish good looks and charm to boot, Dorian Gray is the embodiment of refinement, grace, and allure. As with all beautiful things, he knows his good looks will not last. That is until an artist completes a portrait of Dorian. When Dorian sees the completed oil painting, he expresses his desire to sell his soul so that the painting would endure the normal hardships that age ravages upon beauty. And so his wish was granted, and as decades passed on by, his immorality increased but he himself never ages a day. The painting, however, has had to endure all of Dorian’s misdeeds; thus becoming a reflection of Dorian’s true character</span></p>",Goodreads,Book,"pdf, English",TRUE,19.99,FALSE,FALSE,Sold 12+ times in the last 24 hours,Bestseller,,English,pdf,,Save,2:00:00,"Product: The Picture of Dorian Gray - The Original 1891 Classic (Reader's Library Classics) | Author: Goodreads | Year:  | Language: English | Format: pdf | Details: You will always be fond of me. I represent to you all the sins you have never had the courage to commit. The Original 1891 Classic Dorian Gray — handsome, clever, wretched. With his boyish good looks and charm to boot, Dorian Gray is the embodiment of refinement, grace, and allure. As with all beautiful things, he knows his good looks will not last. That is until an artist completes a portrait of Dorian. When Dorian sees the completed oil painting, he expresses his desire to sell his soul so that the painting would endure the normal hardships that age ravages upon beauty. And so his wish was g"
the-plague-a-new-translation-by-laura-marris,The Plague: A new translation by Laura Marris,"<p><meta charset=""utf-8""><span class=""a-text-bold"">“We can finally read the work as Camus meant it to be read. Laura Marris’s new translation of<span> </span></span><span class=""a-text-bold a-text-italic"">The Plague</span><span class=""a-text-bold""><span> </span>is, quite simply, the translation we need to have.” —</span><span class=""a-text-bold a-text-italic"">Los Angeles Review of Books</span><span class=""a-text-bold""><br><br>The first new translation of<span> </span></span><span class=""a-text-bold a-text-italic"">The Plague</span><span class=""a-text-bold""><span> </span>to be published in the United States in more than seventy years, bringing the Nobel Prize winner's iconic novel to a new generation of readers. •<span> </span></span><span class=""a-text-bold"">""A redemptive book, one that wills the reader to believe, even in a time of despair</span><span class=""a-text-bold a-text-italic"">."" —The Washington Post</span><span><br><br>The townspeople of Oran are in the grip of a deadly plague, which condemns its victims to a swift and horrifying death. Fear, isolation, and claustrophobia follow as they are forced into quarantine. Each person responds in their own way to the lethal disease: some resign themselves to fate, some seek blame, and a few, like Dr. Rieux, resist the terror.<br><br>An immediate triumph when it was published in 1947, </span><span class=""a-text-italic"">The Plague</span><span> is in part an allegory of France's suffering under the Nazi occupation, as well as a timeless story of bravery and determination against the precariousness of human existence. In this fresh yet careful translation, award-winning translator Laura Marris breathes new life into Albert Camus's ever-resonant tale. Restoring the restrained lyricism of the original French text, and liberating it from the archaisms and assumptions of the previous English translation, Marris grants English readers the closest access we have ever had to the meaning and searing beauty of </span><span class=""a-text-italic"">The Plague</span><span>.<br><br>This updated edition promises to add relevance and urgency to a classic novel of twentieth-century literature.</span></p>",Goodreads,Book,"pdf, English, 1947",TRUE,19.99,FALSE,FALSE,Sold 12+ times in the last 24 hours,Bestseller,1947,English,pdf,,Save,2:00:00,"Product: The Plague: A new translation by Laura Marris | Author: Goodreads | Year: 1947 | Language: English | Format: pdf | Details: “We can finally read the work as Camus meant it to be read. Laura Marris’s new translation of The Plague is, quite simply, the translation we need to have.” — Los Angeles Review of Books The first new translation of The Plague to be published in the United States in more than seventy years, bringing the Nobel Prize winner's iconic novel to a new generation of readers. • ""A redemptive book, one that wills the reader to believe, even in a time of despair ."" —The Washington Post The townspeople of Oran are in the grip of a deadly plague, which condemns its victims to a swift and horrifying death."
the-plot-against-america-vintage-international,The Plot Against America (Vintage International),"<p><meta charset=""utf-8""><span class=""a-text-bold"">NATIONAL BESTSELLER • The chilling bestselling alternate history novel of what happens to one family when America elects a charismatic, isolationist president whose government embraces anti-Semitism—from the Pulitzer Prize–winning author of<span> </span></span><span class=""a-text-bold a-text-italic"">American Pastoral</span><span class=""a-text-bold"">.<br></span><span><br></span><span class=""a-text-bold"">“A terrific political novel.... Sinister, vivid, dreamlike...You turn the pages, astonished and frightened.” —</span><span class=""a-text-bold a-text-italic"">The New York Times Book Review</span><span><br><br></span><span class=""a-text-bold"">One of the<span> </span></span><span class=""a-text-bold a-text-italic"">New York Times</span><span class=""a-text-bold"">’s 100 Best Books of the 21st Century</span><span><br><br>In an extraordinary feat of narrative invention, Philip Roth imagines an alternate history where Franklin D. Roosevelt loses the 1940 presidential election to heroic aviator and rabid isolationist Charles A. Lindbergh. Shortly thereafter, Lindbergh negotiates a cordial ""understanding"" with Adolf Hitler, while the new government embarks on a program of folksy anti-Semitism.</span></p>",Goodreads,Book,"pdf, English, 1940",TRUE,19.99,FALSE,FALSE,Sold 12+ times in the last 24 hours,Bestseller,1940,English,pdf,,Save,2:00:00,"Product: The Plot Against America (Vintage International) | Author: Goodreads | Year: 1940 | Language: English | Format: pdf | Details: NATIONAL BESTSELLER • The chilling bestselling alternate history novel of what happens to one family when America elects a charismatic, isolationist president whose government embraces anti-Semitism—from the Pulitzer Prize–winning author of American Pastoral . “A terrific political novel.... Sinister, vivid, dreamlike...You turn the pages, astonished and frightened.” — The New York Times Book Review One of the New York Times ’s 100 Best Books of the 21st Century In an extraordinary feat of narrative invention, Philip Roth imagines an alternate history where Franklin D. Roosevelt loses the 1940"
to-kill-a-mockingbird,To Kill a Mockingbird,"<p><span class=""a-text-bold"">Look for<span> </span></span><span class=""a-text-bold a-text-italic"">The Land of Sweet Forever</span><span class=""a-text-bold"">, a posthumous collection of newly discovered short stories and previously published essays and magazine pieces by Harper Lee, coming October 21, 2025.</span></p>
<p><span class=""a-text-bold"">Voted America's Best-Loved Novel in PBS's<span> </span></span><span class=""a-text-bold a-text-italic"">The Great American Read</span></p>
<p><span class=""a-text-bold"">Harper Lee's Pulitzer Prize-winning masterwork of honor and injustice in the deep South—and the heroism of one man in the face of blind and violent hatred</span></p>
<p><span>One of the most cherished stories of all time, </span><span class=""a-text-italic"">To Kill a Mockingbird</span><span> has been translated into more than forty languages, sold more than forty million copies worldwide, served as the basis for an enormously popular motion picture, and was voted one of the best novels of the twentieth century by librarians across the country. A gripping, heart-wrenching, and wholly remarkable tale of coming-of-age in a South poisoned by virulent prejudice, it views a world of great beauty and savage inequities through the eyes of a young girl, as her father—a crusading local lawyer—risks everything to defend a black man unjustly accused of a terrible crime.</span></p>",Goodreads,Book,"pdf, English, 2025",TRUE,19.99,FALSE,FALSE,Sold 12+ times in the last 24 hours,Bestseller,2025,English,pdf,,Save,2:00:00,"Product: To Kill a Mockingbird | Author: Goodreads | Year: 2025 | Language: English | Format: pdf | Details: Look for The Land of Sweet Forever , a posthumous collection of newly discovered short stories and previously published essays and magazine pieces by Harper Lee, coming October 21, 2025. Voted America's Best-Loved Novel in PBS's The Great American Read Harper Lee's Pulitzer Prize-winning masterwork of honor and injustice in the deep South—and the heroism of one man in the face of blind and violent hatred One of the most cherished stories of all time, To Kill a Mockingbird has been translated into more than forty languages, sold more than forty million copies worldwide, served as the basis for "
war-and-peace,War and Peace,"<p><span>Immerse yourself in Leo Tolstoy's epic masterpiece, War and Peace. Set against the backdrop of the Napoleonic Wars, this sweeping novel explores the complexities of human nature, love, and the consequences of war. A must-read for lovers of classic literature and historical fiction.</span></p>
<p><span><br></span></p>
<p><span class=""a-text-bold a-text-italic"">An epic of love, war, and destiny.</span></p>
<p><span><br></span></p>
<ul class=""a-unordered-list a-vertical"">
<li><span class=""a-list-item""><span>Leo Tolstoy's monumental masterpiece, War and Peace</span></span></li>
<li><span class=""a-list-item""><span>Experience the rich tapestry of characters and events during the Napoleonic Wars</span></span></li>
<li><span class=""a-list-item""><span>Explore profound themes of love, war, and the human condition</span></span></li>
<li><span class=""a-list-item""><span>A timeless classic that delves into the complexities of life and relationships</span></span></li>
<li><span class=""a-list-item""><span>An essential addition to any book collection, offering a profound reading experience.</span></span></li>
</ul>",Goodreads,Book,"pdf, English",TRUE,19.99,FALSE,FALSE,Sold 12+ times in the last 24 hours,Bestseller,,English,pdf,,Save,2:00:00,"Product: War and Peace | Author: Goodreads | Year:  | Language: English | Format: pdf | Details: Immerse yourself in Leo Tolstoy's epic masterpiece, War and Peace. Set against the backdrop of the Napoleonic Wars, this sweeping novel explores the complexities of human nature, love, and the consequences of war. A must-read for lovers of classic literature and historical fiction. An epic of love, war, and destiny. Leo Tolstoy's monumental masterpiece, War and Peace Experience the rich tapestry of characters and events during the Napoleonic Wars Explore profound themes of love, war, and the human condition A timeless classic that delves into the complexities of life and relationships An essen"
taking-charge-of-adult-adhd-proven-strategies-to-succeed-at-work-at-home-and-in-relationships,"Taking Charge of Adult ADHD: Proven Strategies to Succeed at Work, at Home, and in Relationships","<p><meta charset=""utf-8""><span>Many tens of thousands of readers have found needed information and support in this authoritative guide, now in a revised and updated second edition. Preeminent expert Russell A. Barkley explains what ADHD looks like in adults, how to get an accurate evaluation, and how sufferers can manage symptoms and build the life they want. Readers get hands-on skill-building exercises plus clear answers to frequently asked questions about medications and other treatments. Dr. Barkley offers step-by-step strategies for overcoming challenges in specific areas, such as relationships, parenting, work, money management, and driving. Featuring the latest resources and medication facts, the second edition includes new or expanded discussions of mindfulness, emotional self-control, time management, building a successful career, maintaining a healthy lifestyle, and more.</span></p>",Goodreads,Book,"pdf, English",TRUE,19.99,FALSE,FALSE,Sold 12+ times in the last 24 hours,Bestseller,,English,pdf,,Save,2:00:00,"Product: Taking Charge of Adult ADHD: Proven Strategies to Succeed at Work, at Home, and in Relationships | Author: Goodreads | Year:  | Language: English | Format: pdf | Details: Many tens of thousands of readers have found needed information and support in this authoritative guide, now in a revised and updated second edition. Preeminent expert Russell A. Barkley explains what ADHD looks like in adults, how to get an accurate evaluation, and how sufferers can manage symptoms and build the life they want. Readers get hands-on skill-building exercises plus clear answers to frequently asked questions about medications and other treatments. Dr. Barkley offers step-by-step strategies for overcoming challenges in specific areas, such as relationships, parenting, work, money "
influence-the-psychology-of-persuasion-revised-edition,"Influence: The Psychology of Persuasion, Revised Edition","<div data-cel-widget=""bylineInfo_feature_div"" data-csa-c-id=""hmi3r-m58cw-fm5k6n-1nhh6w"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""bylineInfo_feature_div"" data-csa-c-content-id=""bylineInfo"" data-csa-c-type=""widget"" data-feature-name=""bylineInfo"" class=""celwidget"" id=""bylineInfo_feature_div"">
<div data-cel-widget=""bylineInfo"" class=""a-section a-spacing-micro bylineHidden feature"" id=""bylineInfo"">by<span> </span><span data-width="""" class=""author notFaded""><span> <meta charset=""utf-8"">Robert B. Cialdini </span><span class=""contribution""><span class=""a-color-secondary"">(Author)</span></span></span>
</div>
</div>
<div data-cel-widget=""centerAttributesColumns"" data-csa-c-id=""g6x2h2-hamjvp-gkxsq0-vuazti"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""centerAttributesColumns"" data-csa-c-content-id=""centerAttributesColumns"" data-csa-c-type=""widget"" data-feature-name=""centerAttributesColumns"" class=""celwidget"" id=""centerAttributesColumns"">
<div id=""centerAttributesLeftColumn"">
<div data-cel-widget=""averageCustomerReviews_feature_div"" data-csa-c-id=""wgtpvo-lw7c62-ojewgs-xlhq2o"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""averageCustomerReviews_feature_div"" data-csa-c-content-id=""averageCustomerReviews"" data-csa-c-type=""widget"" data-feature-name=""averageCustomerReviews"" class=""celwidget"" id=""averageCustomerReviews_feature_div"">
<div data-ref=""dpx_acr_pop_"" data-asin=""006124189X"" id=""averageCustomerReviews"">
<span data-acrstarslink-click-metrics=""{}"" data-action=""acrStarsLink-click-metrics"" class=""a-declarative""><span title=""4.6 out of 5 stars"" class=""reviewCountTextLinkedHistogram noUnderline"" id=""acrPopover""><span data-a-popover='{""position"":""triggerBottom"",""popoverLabel"":""Customer Reviews Ratings Summary"",""max-width"":""700"",""closeButton"":""true"",""closeButtonLabel"":""Close"",""url"":""/gp/customer-reviews/widgets/average-customer-review/popover/ref=dpx_acr_pop_?contextId=dpx&amp;asin=006124189X""}' data-action=""a-popover"" class=""a-declarative""><a class=""a-popover-trigger a-declarative mvt-cm-cr-review-stars-mini-popover"" role=""button""><span class=""a-size-small a-color-base"" aria-hidden=""true"">4.6<span> </span></span><i class=""a-icon a-icon-star-mini a-star-mini-4-5 mvt-cm-cr-review-stars-mini""><span class=""a-icon-alt"">4.6 out of 5 stars</span></i><span> </span><i class=""a-icon a-icon-popover""></i></a><span> </span></span></span></span><span class=""a-letter-space""></span><span> </span><span data-acrlink-click-metrics=""{}"" data-action=""acrLink-click-metrics"" class=""a-declarative""><span class=""a-size-small"" aria-label=""13,048 Reviews"" id=""acrCustomerReviewText"">(13,048)</span></span>
</div>
</div>
<div data-cel-widget=""goodreadsRatingsWidget_feature_div"" data-csa-c-id=""z6u4m9-x1txq7-e84vb8-x9z9lz"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""goodreadsRatingsWidget_feature_div"" data-csa-c-content-id=""goodreadsRatingsWidget"" data-csa-c-type=""widget"" data-feature-name=""goodreadsRatingsWidget"" class=""celwidget"" id=""goodreadsRatingsWidget_feature_div"">
<div class=""a-section gr-review-base"">
<div class=""a-section gr-review-rating-text"">
<span class=""a-size-base"">4.2<span> </span></span><span class=""a-size-base"">on Goodreads</span>
</div>
<span> </span><span class=""a-size-base"">178,017 ratings</span><a href=""https://www.amazon.com/dp/B07VVHPSZC?binding=paperback&amp;qid=1771541546&amp;sr=8-4&amp;ref=dbs_dp_rwt_sb_pc_tpbk"" class=""a-link-normal""></a>
</div>
</div>
</div>
</div>
<div data-cel-widget=""socialProofingBadge_feature_div"" data-csa-c-id=""uu6mih-fzgm83-pn7yr7-syx1xg"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""socialProofingBadge_feature_div"" data-csa-c-content-id=""socialProofingBadge"" data-csa-c-type=""widget"" data-feature-name=""socialProofingBadge"" class=""celwidget"" id=""socialProofingBadge_feature_div""></div>
<div data-cel-widget=""socialProofingAsinFaceout_feature_div"" data-csa-c-id=""goct1b-8t95yg-krz67r-701axr"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""socialProofingAsinFaceout_feature_div"" data-csa-c-content-id=""socialProofingAsinFaceout"" data-csa-c-type=""widget"" data-feature-name=""socialProofingAsinFaceout"" class=""celwidget"" id=""socialProofingAsinFaceout_feature_div""></div>
<hr>
<div data-cel-widget=""accoladeAward_feature_div"" data-csa-c-id=""stdwms-5l410a-xx8mtv-28eotv"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""accoladeAward_feature_div"" data-csa-c-content-id=""accoladeAward"" data-csa-c-type=""widget"" data-feature-name=""accoladeAward"" class=""celwidget"" id=""accoladeAward_feature_div"">
<div data-cel-widget=""accolades-award-card_DetailPage_3"" data-csa-c-id=""xilf4k-84a56q-hikc7g-7ku1kw"" data-csa-c-painter=""accolades-award-card-cards"" data-csa-c-type=""widget"" data-csa-c-slot-id=""DsUnknown-4"" data-csa-c-content-id=""DsUnknown"" data-csa-op-log-render="""" class=""celwidget c-f"">
<div data-mix-claimed=""true"" data-card-metrics-id=""accolades-award-card_DetailPage_3"" id=""CardInstancecZ9TpgtDtX8PAFXVz3tn8Q"" class=""a-section a-spacing-none""></div>
</div>
</div>
<div data-cel-widget=""adoptedData"" data-csa-c-id=""sap5o5-wjl95w-cvvagv-pp4cez"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""adoptedData"" data-csa-c-content-id=""adoptedData"" data-csa-c-type=""widget"" data-feature-name=""adoptedData"" class=""celwidget"" id=""adoptedData""></div>
<div data-cel-widget=""bundles_feature_div"" data-csa-c-id=""1ziv4q-u9lv2w-lu36ca-edlmfz"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""bundles_feature_div"" data-csa-c-content-id=""bundles"" data-csa-c-type=""widget"" data-feature-name=""bundles"" class=""celwidget"" id=""bundles_feature_div""></div>
<div data-cel-widget=""exportsTaxMessage_feature_div"" data-csa-c-id=""l5ofis-1yaozm-wlbpnw-xdyj1e"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""exportsTaxMessage_feature_div"" data-csa-c-content-id=""exportsTaxMessage"" data-csa-c-type=""widget"" data-feature-name=""exportsTaxMessage"" class=""celwidget"" id=""exportsTaxMessage_feature_div""></div>
<div data-cel-widget=""promoPriceBlockMessage_feature_div"" data-csa-c-id=""8jgfl8-lsfpvf-fyjnmf-831azf"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""promoPriceBlockMessage_feature_div"" data-csa-c-content-id=""promoPriceBlockMessage"" data-csa-c-type=""widget"" data-feature-name=""promoPriceBlockMessage"" class=""celwidget"" id=""promoPriceBlockMessage_feature_div"">
<div>
<div class=""offersConsistencyEnabled"">
<div id=""ppd_newAccordionRow""></div>
</div>
</div>
</div>
<div data-cel-widget=""dynamicDeliveryMessage_feature_div"" data-csa-c-id=""ecawr3-dao5q9-nh4029-pl10vk"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""dynamicDeliveryMessage_feature_div"" data-csa-c-content-id=""dynamicDeliveryMessage"" data-csa-c-type=""widget"" data-feature-name=""dynamicDeliveryMessage"" class=""celwidget"" id=""dynamicDeliveryMessage_feature_div""></div>
<div data-cel-widget=""buyingOptionNostosBolderBadge_feature_div"" data-csa-c-id=""g0u5xp-r5sy5l-u75qax-7ehsrf"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""buyingOptionNostosBolderBadge_feature_div"" data-csa-c-content-id=""buyingOptionNostosBolderBadge"" data-csa-c-type=""widget"" data-feature-name=""buyingOptionNostosBolderBadge"" class=""celwidget"" id=""buyingOptionNostosBolderBadge_feature_div""></div>
<div data-cel-widget=""loyaltyRewardPointsRedemption_feature_div"" data-csa-c-id=""ju6wvp-sth5ai-1217sa-bwrehu"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""loyaltyRewardPointsRedemption_feature_div"" data-csa-c-content-id=""loyaltyRewardPointsRedemption"" data-csa-c-type=""widget"" data-feature-name=""loyaltyRewardPointsRedemption"" class=""celwidget"" id=""loyaltyRewardPointsRedemption_feature_div""></div>
<div data-cel-widget=""globalStoreBadgePopover_feature_div"" data-csa-c-id=""93ud97-87avs6-61erox-72b677"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""globalStoreBadgePopover_feature_div"" data-csa-c-content-id=""globalStoreBadgePopover"" data-csa-c-type=""widget"" data-feature-name=""globalStoreBadgePopover"" class=""celwidget"" id=""globalStoreBadgePopover_feature_div""></div>
<div data-cel-widget=""deepCheckPromise_feature_div"" data-csa-c-id=""a5vf8z-ajv6ez-n2o7cg-a9fk5c"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""deepCheckPromise_feature_div"" data-csa-c-content-id=""deepCheckPromise"" data-csa-c-type=""widget"" data-feature-name=""deepCheckPromise"" class=""celwidget"" id=""deepCheckPromise_feature_div""></div>
<div data-cel-widget=""apEligibility_feature_div"" data-csa-c-id=""a2mgt3-59o2n2-2isjkf-miqj63"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""apEligibility_feature_div"" data-csa-c-content-id=""apEligibility"" data-csa-c-type=""widget"" data-feature-name=""apEligibility"" class=""celwidget"" id=""apEligibility_feature_div""></div>
<div data-cel-widget=""dynamicIframe_feature_div"" data-csa-c-id=""vzbpmc-uzkqsa-7xkl8t-dccnuh"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""dynamicIframe_feature_div"" data-csa-c-content-id=""dynamicIframe"" data-csa-c-type=""widget"" data-feature-name=""dynamicIframe"" class=""celwidget"" id=""dynamicIframe_feature_div""></div>
<div data-cel-widget=""twisterPlusWWDesktop"" data-csa-c-id=""m2rksa-wup5g2-1stflr-65xfqr"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""twisterPlusWWDesktop"" data-csa-c-content-id=""twisterPlusWWDesktop"" data-csa-c-type=""widget"" data-feature-name=""twisterPlusWWDesktop"" class=""celwidget"" id=""twisterPlusWWDesktop"">
<span data-close-side-sheet=""{}"" data-action=""close-side-sheet"" class=""a-declarative""></span><br>
</div>
<div data-cel-widget=""gestaltCustomizationSummary_feature_div"" data-csa-c-id=""10p4av-tv232i-gsmzrs-24jx42"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""gestaltCustomizationSummary_feature_div"" data-csa-c-content-id=""gestaltCustomizationSummary"" data-csa-c-type=""widget"" data-feature-name=""gestaltCustomizationSummary"" class=""celwidget"" id=""gestaltCustomizationSummary_feature_div""></div>
<div data-cel-widget=""gestaltPredefinedCustomizations_feature_div"" data-csa-c-id=""4ety6j-4dwatu-j8ptpu-s3bkhi"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""gestaltPredefinedCustomizations_feature_div"" data-csa-c-content-id=""gestaltPredefinedCustomizations"" data-csa-c-type=""widget"" data-feature-name=""gestaltPredefinedCustomizations"" class=""celwidget"" id=""gestaltPredefinedCustomizations_feature_div""></div>
<div data-cel-widget=""productOverview_feature_div"" data-csa-c-id=""aa47x8-4vo09p-p1hb1a-xllsy"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""productOverview_feature_div"" data-csa-c-content-id=""productOverview"" data-csa-c-type=""widget"" data-feature-name=""productOverview"" class=""celwidget"" id=""productOverview_feature_div""></div>
<div data-cel-widget=""valuePick_feature_div"" data-csa-c-id=""3t3i1k-pd2vhy-v1h31v-pfdq42"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""valuePick_feature_div"" data-csa-c-content-id=""valuePick"" data-csa-c-type=""widget"" data-feature-name=""valuePick"" class=""celwidget"" id=""valuePick_feature_div""></div>
<div data-cel-widget=""provenanceCertifications_feature_div"" data-csa-c-id=""55rflv-oalqsy-dftd6e-mhljl9"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""provenanceCertifications_feature_div"" data-csa-c-content-id=""provenanceCertifications"" data-csa-c-type=""widget"" data-feature-name=""provenanceCertifications"" class=""celwidget"" id=""provenanceCertifications_feature_div""></div>
<div data-cel-widget=""handmadeArtisanCard_feature_div"" data-csa-c-id=""e9robd-yyw20s-q04063-yejeq2"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""handmadeArtisanCard_feature_div"" data-csa-c-content-id=""handmadeArtisanCard"" data-csa-c-type=""widget"" data-feature-name=""handmadeArtisanCard"" class=""celwidget"" id=""handmadeArtisanCard_feature_div""></div>
<div data-cel-widget=""productOverview_feature_div"" data-csa-c-id=""md1noh-suuldw-gl4wp9-44geuz"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""productOverview_feature_div"" data-csa-c-content-id=""productOverview"" data-csa-c-type=""widget"" data-feature-name=""productOverview"" class=""celwidget"" id=""productOverview_feature_div""></div>
<div data-cel-widget=""quantityPricingTableSummaryInPriceBlock_feature_div"" data-csa-c-id=""fj0xkr-kpe1um-1evi7-flj21v"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""quantityPricingTableSummaryInPriceBlock_feature_div"" data-csa-c-content-id=""quantityPricingTableSummaryInPriceBlock"" data-csa-c-type=""widget"" data-feature-name=""quantityPricingTableSummaryInPriceBlock"" class=""celwidget"" id=""quantityPricingTableSummaryInPriceBlock_feature_div""></div>
<div data-cel-widget=""bookDescription_feature_div"" data-csa-c-id=""c3zwwp-f48luo-jet37f-ldotxa"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""006124189X"" data-csa-c-slot-id=""bookDescription_feature_div"" data-csa-c-content-id=""bookDescription"" data-csa-c-type=""widget"" data-feature-name=""bookDescription"" class=""celwidget"" id=""bookDescription_feature_div"">
<div class=""a-expander-collapsed-height a-row a-expander-container a-spacing-base a-expander-partial-collapse-container"" data-a-expander-collapsed-height=""280"" data-a-expander-name=""book_description_expander"">
<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" data-expanded=""true"">
